APPLICATION_ID,ACTIVITY,ADMINISTERING_IC,APPLICATION_TYPE,ARRA_FUNDED,AWARD_NOTICE_DATE,BUDGET_START,BUDGET_END,CFDA_CODE,CORE_PROJECT_NUM,ED_INST_TYPE,FOA_NUMBER,FULL_PROJECT_NUM,FUNDING_ICs,FUNDING_MECHANISM,FY,IC_NAME,NIH_SPENDING_CATS,ORG_CITY,ORG_COUNTRY,ORG_DEPT,ORG_DISTRICT,ORG_DUNS,ORG_FIPS,ORG_IPF_CODE,ORG_NAME,ORG_STATE,ORG_ZIPCODE,PHR,PI_IDS,PI_NAMEs,PROGRAM_OFFICER_NAME,PROJECT_START,PROJECT_END,PROJECT_TERMS,PROJECT_TITLE,SERIAL_NUMBER,STUDY_SECTION,STUDY_SECTION_NAME,SUBPROJECT_ID,SUFFIX,SUPPORT_YEAR,DIRECT_COST_AMT,INDIRECT_COST_AMT,TOTAL_COST,Keyword: Bioinformatics,Keyword: Computational,Keyword: Systems,Keyword: Sum,Keyword: At least one?
9304218,T32,GM,5,N,6/1/2017,7/1/2017,6/30/2018,859,T32GM008268,SCHOOLS OF MEDICINE,PA-11-184,5T32GM008268-29,NIGMS:399875\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,SEATTLE,UNITED STATES,BIOCHEMISTRY,7,605799469,US,9087701,UNIVERSITY OF WASHINGTON,WA,981959472,"PUBLIC HEALTH RELEVANCE: The Molecular Biophysics Training Program at UW is designed to train the top graduate students at the University of Washington in modern biophysics, the development and application of state-of-the-art physical and quantitative approaches to systems of biomedical importance. The training program plays a special role because it brings together highly talented graduate students from a wide variety of disciplines, such as Biochemistry, Chemistry, Physics, Computer Sciences, and Engineering. This interdisciplinary training experience affords future leaders of academia and industry to broaden their scientific horizons well beyond what they would normally learn in graduate school. The regular programmatic meetings and seminars allow for an important exchange of ideas across disciplines, allowing the trainees to place their studies in a broader context and to consider new applications and approaches to their research.",1879130; 7744794 (contact); ,"KLEVIT, RACHEL E; ZHENG, NING  (contact);","FLICKER, PAULA F",9/30/1988,6/30/2019,Biophysics; Molecular; Training; ,Training in Molecular Biophysics,8268,TWD,NIGMS Initial Review Group ,,,29,377200,22675,399875,0,0,1,1,TRUE
9418284,T32,HL,3,N,2/17/2017,12/1/2016,5/31/2017,837,T32HL007249,SCHOOLS OF MEDICINE,PA-16-287,3T32HL007249-40S1,NHLBI:8171\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,TUCSON,UNITED STATES,PHYSIOLOGY,3,806345617,US,490201,UNIVERSITY OF ARIZONA,AZ,857210158,"Project Narrative Cardiovascular diseases continue to be the major cause of morbidity and mortality in our country, reflecting the complex interactions of lifestyle choices, environment and genetic factors that modify the integrated function of proteins, cells, organs and organ systems and thereby alter disease susceptibility. Continued progress in diagnosis, treatment and prevention of cardiovascular diseases requires improved understanding of the mechanisms contributing to development and function of the cardiovascular system in health and disease. This training program brings together faculty committed to understanding these mechanisms through interdisciplinary and collaborative study at the molecular, cellular, systems and integrative levels and to training and mentoring the next generation of researchers.",1900090; ,"BURT, JANIS M;","WANG, WAYNE C",7/1/1977,5/31/2017,Cardiovascular system; Research; Training; ,Interdisciplinary Training In Cardiovascular Research,7249,,,,S1,40,7566,605,8171,0,0,1,1,TRUE
9300943,T32,GM,5,N,5/18/2017,7/1/2017,6/30/2018,859,T32GM008500,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,5T32GM008500-22,NIGMS:236769\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,ITHACA,UNITED STATES,CHEMISTRY,23,872612445,US,1514802,CORNELL UNIVERSITY,NY,148502820,PUBLIC HEALTH RELEVANCE: The diagnosis and treatment of disease increasingly relies on a detailed molecular understanding of the underlying conditions and the ability to intervene with chemical precision. The Chemistry-Biology Interface training program at Cornell University unites a diverse group of chemists and biologists in an integrative graduate program that aims to produce future researchers that are capable of addressing the most pressing biomedical challenges at the molecular level.,8825400; ,"LIN, HENING ;","FABIAN, MILES",7/1/1996,6/30/2021,Biochemistry; biological systems; ,Chemistry of Biological Systems,8500,TWD,NIGMS Initial Review Group ,,,22,223164,13605,236769,0,0,2,2,TRUE
9502487,T32,HL,3,N,6/12/2017,7/1/2016,6/30/2017,837,T32HL007627,,PA-14-015,3T32HL007627-32S2,NHLBI:8191\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",,BOSTON,UNITED STATES,,7,30811269,US,1080401,BRIGHAM AND WOMEN'S HOSPITAL,MA,21156110,"PROJECT NARRATIVE Various disease processes that affect the cardiovascular, pulmonary, hematopoietic/immune, and other organ systems - creating a major health burden - appear to share in common basic pathogenetic mechanisms. Training in the skills of modern translational molecular pathology and bioinformatics can prepare the next generation of biomedical scientists to develop effective diagnostic, therapeutic and preventive strategies, in both academic and industrial settings.",1887468; 1898307 (contact); ,"GIMBRONE, MICHAEL A; MITCHELL, RICHARD N (contact);","WANG, WAYNE C",7/1/1985,6/30/2020,Blood Vessels; Injury; Kidney; Lung; ,"Vascular, Pulmonary and Renal Injury",7627,NITM,NHLBI Institutional Training Mechanism Review Committee ,,S2,32,7584,607,8191,1,0,1,2,TRUE
9208924,T32,GM,2,N,6/6/2017,7/1/2017,6/30/2018,859,T32GM007518,SCHOOLS OF MEDICINE,PA-14-015,2T32GM007518-41,NIGMS:333195\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,STONY BROOK,UNITED STATES,PHARMACOLOGY,1,804878247,US,5992612,STATE UNIVERSITY NEW YORK STONY BROOK,NY,117943362,"Program narrative The Training Program in Pharmacological Sciences provides PhD students with a solid background in the discipline of Pharmacology by bringing together training faculty from different research fields involved in the discovery, development and use of therapeutic compounds, exposing students to relevant clinical problems, emphasizing translational research, and providing opportunities to the students to present their research in national and international meetings. The program offers courses both in basic principles and systems Pharmacology, provides training in quantitative research skills, scientific communication and writing, and supports career development activities to ensure the success of students in subsequent research-intensive or research-related careers. The training grant supports students early during their training (1st and 2nd year), aids in the recruitment and retention of diverse students and upholds a culture of responsible conduct in research, rigor and reproducibility in the scientific enterprise. The outcomes of the program are outstanding. Our alumni are represented in the entire spectrum of the research enterprise, leading research groups in academia and industry, defining patent law or shaping future research policy.",8630822; ,"GARCIA-DIAZ, MIGUEL ;","KODURI, SAILAJA",7/1/1977,6/30/2022,Pharmacology; Science; Training Programs; ,Training Program in Pharmacological Sciences,7518,TWD,NIGMS Initial Review Group ,,,41,312787,20408,333195,0,0,1,1,TRUE
9387196,T32,HL,3,N,12/23/2016,12/1/2016,6/30/2017,837,T32HL007954,SCHOOLS OF MEDICINE,PA-16-287,3T32HL007954-17S1,NHLBI:9568\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Cardiovascular; ,PHILADELPHIA,UNITED STATES,PATHOLOGY,2,42250712,US,6463801,UNIVERSITY OF PENNSYLVANIA,PA,191046205,"Cardiovascular diseases remain the dominant cause of morbidity and mortality in the US, and vascular systems impact the health of every organ system. Biomedical research is increasingly driven by computational, engineering, and systems biology approaches to the study of fundamental mechanisms of tissue function/dysfunction to target translational objectives. The need for pre-doctoral and postdoctoral cardiovascular research training integrated across the Medical, Engineering and Physical Sciences Schools to address multidisciplinary objectives is addressed in this training grant.",1882125; ,"DAVIES, PETER FRANCIS;","HUANG, LI-SHIN",5/5/2000,6/30/2020,Biology; Cardiovascular system; multidisciplinary; Training; ,Multidisciplinary Training in Cardiovascular Biology,7954,,,,S1,17,8859,709,9568,0,1,1,2,TRUE
9359326,T32,CA,1,N,7/14/2017,8/1/2017,7/31/2018,398,T32CA211056,SCHOOLS OF MEDICINE,PA-16-152,1T32CA211056-01A1,NCI:470297\,"TRAINING, INSTITUTIONAL",2017,NATIONAL CANCER INSTITUTE,Cancer; ,CHAPEL HILL,UNITED STATES,MICROBIOLOGY/IMMUN/VIROLOGY,4,608195277,US,578206,UNIV OF NORTH CAROLINA CHAPEL HILL,NC,275990001,"Project Narrative: This is a combined training program from the University of North Carolina Chapel Hill (UNC-CH) and Duke University that is focused on the training of postdoctoral fellows in tumor immunology, tumor immunotherapy and stem cell transplant immunology. The training program is led by two senior investigators, Jonathan Serody MD and Nelson Chao MD MBA who have senior leadership positions at UNC-CH and Duke University respectively. The program seeks to train individuals in translational and clinical immunotherapy with a strong focus on the development of novel translational approaches for the treatment of patients with cancer. In addition all trainees will (1) take didactic classes in bioinformatics and proteomics, (2) participate in Working Groups to understand how to generate clinical trials and FDA INDs and (3) have exposure to patients undergoing immunotherapy treatment. Finally, there are comprehensive approaches to enhance minority recruitment as part of the program.",1867786; 1865906 (contact); ,"CHAO, NELSON J.; SERODY, JONATHAN STUART (contact);","PERKINS, SUSAN N",8/1/2017,7/31/2022,Grant; Immunotherapy; Training; ,Duke-UNC Chapel Hill Immunotherapy Training Grant,211056,NCI,Subcommittee I - Transistion to Independence ,,A1,1,437460,32837,470297,1,0,0,1,TRUE
9266207,T32,HG,5,N,5/5/2017,5/1/2017,4/30/2018,172,T32HG003284,ORGANIZED RESEARCH UNITS,PA-14-015,5T32HG003284-13,NHGRI:473675\,"TRAINING, INSTITUTIONAL",2017,NATIONAL HUMAN GENOME RESEARCH INSTITUTE,Genetics; Human Genome; Networking and Information Technology R&D; ,PRINCETON,UNITED STATES,NONE,12,2484665,US,6661401,PRINCETON UNIVERSITY,NJ,85430036,"PUBLIC HEALTH RELEVANCE: The genome and the computer have revolutionized biomedical science. To enable the success of future biomedical researchers, a new kind of graduate education program is required, one in which biology and the more quantitative sciences, especially computation, are given equal weight. The NHGRI training program at Princeton is one of the pioneer programs fulfilling this role.",7359543; ,"STOREY, JOHN D;","GATLIN, CHRISTINE L",8/18/2004,4/30/2020,Computational Biology; programs; ,Quantitative and Computational Biology Graduate Program,3284,ZHG1,Special Emphasis Panel ,,,13,467441,24595,473675,0,2,0,2,TRUE
9493957,T32,HL,3,N,6/8/2017,7/1/2016,6/30/2017,838,T32HL007427,,PA-16-287,3T32HL007427-36S1,NHLBI:2592\,"TRAINING, INSTITUTIONAL",2017,"NATIONAL HEART, LUNG, AND BLOOD INSTITUTE",Genetics; Human Genome; Lung; ,BOSTON,UNITED STATES,,7,30811269,US,1080401,BRIGHAM AND WOMEN'S HOSPITAL,MA,21156110,"PROJECT NARRATIVE Channing Division of Network Medicine Training Program in Systems Approaches to the Epidemiology, Genetics, and Genomics of Lung Diseases Providing appropriate training in the application of the latest quantitative data analysis methods to understand the genetic and environmental causes of major lung diseases will be essential for the next generation of leaders in respiratory population-based research. This T32 program will build on a successful track record of training with both formal didactic education and mentored research experiences. The medical researchers trained in this program have made, and will continue to make, important contributions to our understanding of asthma and COPD that will ultimately lead to more effective treatment for these diseases.",1861123; 1898086 (contact); ,"SILVERMAN, EDWIN K; WEISS, SCOTT T (contact);","TIGNO, XENIA",7/1/1987,6/30/2021,Epidemiology; Genetic; Genomics; Lung diseases; System; ,"SYSTEMS APPROACHES TO THE EPIDEMIOLOGY, GENETICS AND GENOMICS OF LUNG DISEASES",7427,,,,S1,36,2400,192,2592,0,0,2,2,TRUE
9415647,T32,NS,3,N,5/4/2017,2/1/2017,6/30/2017,853,T32NS095939,GRADUATE SCHOOLS,PA-16-287,3T32NS095939-01S1,NINDS:756\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE,Neurosciences; ,BERKELEY,UNITED STATES,BIOCHEMISTRY,13,124726725,US,577502,UNIVERSITY OF CALIFORNIA BERKELEY,CA,947045940,"PUBLIC HEALTH RELEVANCE:  This predoctoral Neuroscience Training Program at the University of California, Berkeley strives to educate and train future leaders in neuroscience research. We provide broad neuroscience training from molecules to mind, including both basic and disease-related research. Our program combines flexible coursework, quantitative training, rigorous research training with a major focus on multi-disciplinary approaches, and substantial professional skills training. Our multi-disciplinary approach to neuroscience builds on Berkeley's deep expertise in molecular and cell biology, physical and computational sciences, engineering and psychology. Our goal is to fuel paradigm shifts in how we study the brain, and to educate scientists who can translate basic discoveries into solutions for human neurological diseases.",1858291; ,"FELDMAN, DANIEL ;","WEIGAND, LETITIA ALEXIS",2/1/2017,6/30/2017,Neurosciences; Training Programs; ,Neuroscience Training Program at UC Berkeley,95939,,,,S1,1,700,56,756,0,1,0,1,TRUE
9306861,T32,GM,5,N,5/19/2017,7/1/2017,6/30/2018,859,T32GM068412,SCHOOLS OF MEDICINE,PA-11-184,5T32GM068412-10,NIGMS:247431\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,COLUMBUS,UNITED STATES,GENETICS,3,832127323,US,6218701,OHIO STATE UNIVERSITY,OH,432101016,PUBLIC HEALTH RELEVANCE: The SIB training program is a flagship graduate opportunity for exceptional students within the OSU COM Integrated Biomedical Sciences Ph.D. program that trains students to investigate human diseases by integrating multiple biomedical science disciplines to solve complex biological problems and make discoveries to improve human health.,1863894; ,"GRODEN, JOANNA LOUISE;","NIE, ZHONGZHEN",7/1/2005,6/30/2018,System; Training; ,Integrative Training in Biomedical Systems,68412,TWD,NIGMS Initial Review Group ,,,10,233826,13605,247431,0,0,1,1,TRUE
9279350,T32,MH,1,N,4/25/2017,7/1/2017,6/30/2018,242,T32MH109436,SCHOOLS OF PUBLIC HEALTH,PA-16-152,1T32MH109436-01A1,NIMH:207541\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF MENTAL HEALTH,Clinical Research; Health Services; Mental Health; ,BALTIMORE,UNITED STATES,PUBLIC HEALTH & PREV MEDICINE,7,1910777,US,4134401,JOHNS HOPKINS UNIVERSITY,MD,212051832,"Mental illness is a major public health concern in the United States and a significant source of morbidity and mortality. The goal of this program is to produce the next generation of researchers with rigorous training in health services research and economics, statistics and other methodologies, and implementation science, all applied to mental health, and with a deep understanding of how health services and care delivery systems might optimally be designed to serve the needs of persons with mental illness.",8306331 (contact); 8834318; ,"BARRY, COLLEEN L (contact); STUART, ELIZABETH A.;","HILL, LAUREN D",7/1/2017,6/30/2022,Health system; Mental Health Services; Training Programs; ,Mental Health Services and Systems Training Program,109436,ZMH1,Special Emphasis Panel ,,A1,1,195768,11773,207541,0,0,2,2,TRUE
9300945,T32,GM,5,N,5/17/2017,7/1/2017,6/30/2018,859,T32GM008685,,PA-11-184,5T32GM008685-20,NICHD:132818\NIGMS:130207\,"TRAINING, INSTITUTIONAL",2017,NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES,Health Disparities; ,ROCHESTER,UNITED STATES,,1,6471700,US,4976101,MAYO CLINIC ROCHESTER,MN,559050001,"PUBLIC HEALTH RELEVANCE: This proposal is a request for continued funding of the NIH-sponsored Clinical Pharmacology Fellowship Training Program at the Mayo Clinic. Clinical Pharmacology is a 'bridge' discipline that lies at the confluence of molecular pharmacology, genomics, bioinformatics and rational therapeutics-with the ultimate goal of truly 'individualized' drug therapy.",8822085; 1898436 (contact); ,"WANG, LIEWEI ; WEINSHILBOUM, RICHARD M. (contact);","OKITA, RICHARD T",7/1/1998,6/30/2018,Clinical Pharmacology; Grant; Training; ,Training Grant in Clinical Pharmacology,8685,ZGM1,Special Emphasis Panel ,,,20,377460,30197,263025,1,0,0,1,TRUE
9352785,T32,CA,5,N,8/18/2017,9/1/2017,8/31/2018,398,T32CA090301,SCHOOLS OF ARTS AND SCIENCES,PA-14-015,5T32CA090301-17,NCI:67733\,"TRAINING, INSTITUTIONAL",2017,NATIONAL CANCER INSTITUTE,Cancer; Health Disparities; Minority Health; Nutrition; ,COLLEGE STATION,UNITED STATES,BIOSTATISTICS & OTHER MATH SCI,17,20271826,US,10016499,TEXAS A&M UNIVERSITY,TX,778454375,"Project Narrative Our goal is to train statistically oriented postdoctoral individuals (Biostatisticians, Statisticians, Engineers, Mathematicians, Computer Scientists, etc.) in the fundamentals of Nutrition and Cancer and to develop them as independent researchers able to function in a multidisciplinary environment focusing on cancer research. To achieve this goal we have assembled a team specializing in Biostatistics/Statistics, Bioinformatics, the biology of Nutrition and Cancer and Toxicology within the Cancer context. Through a combination of laboratory rotations, seminars and research experiences, we expect our trainees to be able to make important contributions in the development of statistical and computational methods that can be targeted to experiments in Nutrition and Cancer, and to function as a true collaborator in teams of biologists.",1860770; ,"CARROLL, RAYMOND J.;","LIM, SUSAN E",9/15/2016,8/31/2021,Bioinformatics; Biometry; Grant; nutrition; Training; ,"Nutrition, Biostatistics & Bioinformatics Training Grant",90301,NCI,Subcommittee I - Transistion to Independence ,,,17,229696,18376,67733,3,1,0,4,TRUE
